cve_ent,nom_ent,nom_abr,cve_mun,nom_mun,cve_cab,nom_cab,Pob_total,Total de viviendas habitadas,Pob_masculina,Pob_femenina
"10","Durango","Dgo.","002","Canelas","0001","Canelas","4321","1165","2210","2111"
"10","Durango","Dgo.","003","Coneto de Comonfort","0001","Coneto de Comonfort","4084","1058","2064","2020"
"10","Durango","Dgo.","004","Cuencamé","0001","Cuencamé de Ceniceros","34955","9339","17515","17440"
"10","Durango","Dgo.","005","Durango","0001","Victoria de Durango","688697","186870","335412","353285"
"10","Durango","Dgo.","006","General Simón Bolívar","0001","General Simón Bolívar","10038","2631","4981","5057"
"10","Durango","Dgo.","007","Gómez Palacio","0001","Gómez Palacio","372750","102752","184537","188213"
"10","Durango","Dgo.","008","Guadalupe Victoria","0001","Guadalupe Victoria","36695","10084","18060","18635"
"10","Durango","Dgo.","009","Guanaceví","0001","Guanaceví","9869","2883","5153","4716"
"10","Durango","Dgo.","010","Hidalgo","0001","Villa Hidalgo","3843","1186","1936","1907"
"10","Durango","Dgo.","011","Indé","0001","Indé","4748","1442","2374","2374"
"10","Durango","Dgo.","012","Lerdo","0001","Lerdo","163313","44727","80856","82457"
"10","Durango","Dgo.","013","Mapimí","0001","Mapimí","26932","6936","13470","13462"
"10","Durango","Dgo.","014","Mezquital","0001","San Francisco del Mezquital","48583","9340","23858","24725"
"10","Durango","Dgo.","015","Nazas","0001","Nazas","12894","3522","6525","6369"
"10","Durango","Dgo.","016","Nombre de Dios","0001","Nombre de Dios","19060","5298","9508","9552"
"10","Durango","Dgo.","017","Ocampo","0001","Villa Ocampo","8003","2646","4092","3911"
"10","Durango","Dgo.","018","El Oro","0001","Santa María del Oro","10384","3258","5183","5201"
"10","Durango","Dgo.","019","Otáez","0001","Otáez","4924","1153","2592","2332"
"10","Durango","Dgo.","020","Pánuco de Coronado","0001","Francisco I. Madero","12656","3622","6303","6353"
"10","Durango","Dgo.","021","Peñón Blanco","0001","Peñón Blanco","11118","3028","5612","5506"
"10","Durango","Dgo.","022","Poanas","0001","Villa Unión","25623","6857","12619","13004"
"10","Durango","Dgo.","023","Pueblo Nuevo","0001","El Salto","51269","12077","25382","25887"
"10","Durango","Dgo.","024","Rodeo","0001","Rodeo","12818","3472","6504","6314"
"10","Durango","Dgo.","025","San Bernardo","0001","San Bernardo","2837","977","1529","1308"
"10","Durango","Dgo.","026","San Dimas","0001","Tayoltita","17333","4532","8871","8462"
"10","Durango","Dgo.","027","San Juan de Guadalupe","0001","San Juan de Guadalupe","5251","1473","2621","2630"
"10","Durango","Dgo.","028","San Juan del Río","0001","San Juan del Río del Centauro del Norte","12013","3125","5921","6092"
"10","Durango","Dgo.","029","San Luis del Cordero","0001","San Luis del Cordero","2103","590","1066","1037"
"10","Durango","Dgo.","030","San Pedro del Gallo","0001","San Pedro del Gallo","1633","492","851","782"
"10","Durango","Dgo.","031","Santa Clara","0001","Santa Clara","6727","1886","3354","3373"
"10","Durango","Dgo.","032","Santiago Papasquiaro","0001","Santiago Papasquiaro","49207","13589","24947","24260"
"10","Durango","Dgo.","033","Súchil","0001","Súchil","6917","1859","3393","3524"
"10","Durango","Dgo.","034","Tamazula","0001","Tamazula de Victoria","26300","6108","13506","12794"
"10","Durango","Dgo.","035","Tepehuanes","0001","Santa Catarina de Tepehuanes","11378","3473","5749","5629"
"10","Durango","Dgo.","036","Tlahualilo","0001","Tlahualilo de Zaragoza","21143","5686","10537","10606"
"10","Durango","Dgo.","037","Topia","0001","Topia","9320","2316","4759","4561"
"10","Durango","Dgo.","038","Vicente Guerrero","0001","Vicente Guerrero","23476","6372","11480","11996"
"10","Durango","Dgo.","039","Nuevo Ideal","0001","Nuevo Ideal","27981","7432","13885","14096"
"11","Guanajuato","Gto.","001","Abasolo","0001","Abasolo","92040","22284","44853","47187"
"11","Guanajuato","Gto.","002","Acámbaro","0001","Acámbaro","108697","30192","52208","56489"
"11","Guanajuato","Gto.","003","San Miguel de Allende","0001","San Miguel de Allende","174615","44573","83077","91538"
"11","Guanajuato","Gto.","004","Apaseo el Alto","0001","Apaseo el Alto","63392","16171","30550","32842"
"11","Guanajuato","Gto.","005","Apaseo el Grande","0001","Apaseo el Grande","117883","31269","57253","60630"
"11","Guanajuato","Gto.","006","Atarjea","0001","Atarjea","5296","1559","2583","2713"
"11","Guanajuato","Gto.","007","Celaya","0001","Celaya","521169","143512","253045","268124"
"11","Guanajuato","Gto.","008","Manuel Doblado","0001","Ciudad Manuel Doblado","41240","11186","19777","21463"
"11","Guanajuato","Gto.","009","Comonfort","0001","Comonfort","82216","19541","38733","43483"
"11","Guanajuato","Gto.","010","Coroneo","0001","Coroneo","11083","3135","5270","5813"
"11","Guanajuato","Gto.","011","Cortazar","0001","Cortazar","97928","25388","47535","50393"
"11","Guanajuato","Gto.","012","Cuerámaro","0001","Cuerámaro","30857","8163","14867","15990"
"11","Guanajuato","Gto.","013","Doctor Mora","0001","Doctor Mora","27390","6764","13133","14257"
"11","Guanajuato","Gto.","014","Dolores Hidalgo Cuna de la Independencia Nacional","0001","Dolores Hidalgo Cuna de la Independencia Nacional","163038","38976","76711","86327"
"11","Guanajuato","Gto.","015","Guanajuato","0001","Guanajuato","194500","51688","94038","100462"
"11","Guanajuato","Gto.","016","Huanímaro","0001","Huanímaro","21128","5372","9991","11137"
"11","Guanajuato","Gto.","017","Irapuato","0001","Irapuato","592953","151961","290770","302183"
"11","Guanajuato","Gto.","018","Jaral del Progreso","0001","Jaral del Progreso","38782","9998","18847","19935"
"11","Guanajuato","Gto.","019","Jerécuaro","0001","Jerécuaro","49517","13770","23614","25903"
"11","Guanajuato","Gto.","020","León","0001","León de los Aldama","1721215","440870","846673","874542"
"11","Guanajuato","Gto.","021","Moroleón","0001","Moroleón","47261","14275","22702","24559"
"11","Guanajuato","Gto.","022","Ocampo","0001","Ocampo","26383","6137","13502","12881"
"11","Guanajuato","Gto.","023","Pénjamo","0001","Pénjamo","154960","39613","74417","80543"
"11","Guanajuato","Gto.","024","Pueblo Nuevo","0001","Pueblo Nuevo","12403","3284","5921","6482"
"11","Guanajuato","Gto.","025","Purísima del Rincón","0001","Purísima de Bustos","83842","19873","41334","42508"
"11","Guanajuato","Gto.","026","Romita","0001","Romita","65766","16207","32253","33513"
"11","Guanajuato","Gto.","027","Salamanca","0001","Salamanca","273417","74992","132278","141139"
"11","Guanajuato","Gto.","028","Salvatierra","0001","Salvatierra","94126","25802","45447","48679"
"11","Guanajuato","Gto.","029","San Diego de la Unión","0001","San Diego de la Unión","41054","10167","19245","21809"
"11","Guanajuato","Gto.","030","San Felipe","0001","San Felipe","119793","28000","58087","61706"
"11","Guanajuato","Gto.","031","San Francisco del Rincón","0001","San Francisco del Rincón","130871","32225","63982","66889"
"11","Guanajuato","Gto.","032","San José Iturbide","0001","San José Iturbide","89558","22749","43419","46139"
"11","Guanajuato","Gto.","033","San Luis de la Paz","0001","San Luis de la Paz","128536","30404","60652","67884"
"11","Guanajuato","Gto.","034","Santa Catarina","0001","Santa Catarina","5723","1551","2693","3030"
"11","Guanajuato","Gto.","035","Santa Cruz de Juventino Rosas","0001","Juventino Rosas","82340","19432","39162","43178"
"11","Guanajuato","Gto.","036","Santiago Maravatío","0001","Santiago Maravatío","6714","2003","3219","3495"
"11","Guanajuato","Gto.","037","Silao de la Victoria","0001","Silao de la Victoria","203556","46625","100073","103483"
"11","Guanajuato","Gto.","038","Tarandacuao","0001","Tarandacuao","11304","3190","5494","5810"
"11","Guanajuato","Gto.","039","Tarimoro","0001","Tarimoro","35905","10198","17400","18505"
"11","Guanajuato","Gto.","040","Tierra Blanca","0001","Tierra Blanca","20007","4904","9660","10347"
"11","Guanajuato","Gto.","041","Uriangato","0001","Uriangato","61494","17360","29632","31862"
"11","Guanajuato","Gto.","042","Valle de Santiago","0001","Valle de Santiago","150054","37805","72304","77750"
"11","Guanajuato","Gto.","043","Victoria","0001","Victoria","21253","5473","9935","11318"
"11","Guanajuato","Gto.","044","Villagrán","0001","Villagrán","65791","16401","31987","33804"
"11","Guanajuato","Gto.","045","Xichú","0001","Xichú","11143","3013","5270","5873"
"11","Guanajuato","Gto.","046","Yuriria","0001","Yuriria","68741","19179","32858","35883"
"12","Guerrero","Gro.","001","Acapulco de Juárez","0001","Acapulco de Juárez","779566","224027","371794","407772"
"12","Guerrero","Gro.","002","Ahuacuotzingo","0001","Ahuacuotzingo","25205","5783","11762","13443"
"12","Guerrero","Gro.","003","Ajuchitlán del Progreso","0001","Ajuchitlán del Progreso","37655","9270","18378","19277"
"12","Guerrero","Gro.","004","Alcozauca de Guerrero","0001","Alcozauca de Guerrero","21225","4044","9895","11330"
"12","Guerrero","Gro.","005","Alpoyeca","0001","Alpoyeca","7813","1924","3702","4111"
"12","Guerrero","Gro.","006","Apaxtla","0001","Ciudad Apaxtla de Castrejón","11112","2911","5403","5709"
"12","Guerrero","Gro.","007","Arcelia","0001","Arcelia","33267","8953","16059","17208"
"12","Guerrero","Gro.","008","Atenango del Río","0001","Atenango del Río","9147","2460","4412","4735"
"12","Guerrero","Gro.","009","Atlamajalcingo del Monte","0001","Atlamajalcingo del Monte","5811","1276","2715","3096"
"12","Guerrero","Gro.","010","Atlixtac","0001","Atlixtac","28491","6879","13506","14985"
"12","Guerrero","Gro.","011","Atoyac de Álvarez","0001","Atoyac de Álvarez","60680","17770","29479","31201"
"12","Guerrero","Gro.","012","Ayutla de los Libres","0001","Ayutla de los Libres","69123","15821","33478","35645"
"12","Guerrero","Gro.","013","Azoyú","0001","Azoyú","15099","4307","7387","7712"
"12","Guerrero","Gro.","014","Benito Juárez","0001","San Jerónimo de Juárez","15442","5069","7568","7874"
"12","Guerrero","Gro.","015","Buenavista de Cuéllar","0001","Buenavista de Cuéllar","12982","4028","6250","6732"
"12","Guerrero","Gro.","016","Coahuayutla de José María Izazaga","0001","Coahuayutla de Guerrero","12408","3482","6259","6149"
"12","Guerrero","Gro.","017","Cocula","0001","Cocula","15579","4302","7631","7948"
"12","Guerrero","Gro.","018","Copala","0001","Copala","14463","4168","6984","7479"
"12","Guerrero","Gro.","019","Copalillo","0001","Copalillo","15598","3483","7476","8122"
"12","Guerrero","Gro.","020","Copanatoyac","0001","Copanatoyac","21648","4595","10030","11618"
"12","Guerrero","Gro.","021","Coyuca de Benítez","0001","Coyuca de Benítez","73056","21384","35515","37541"
"12","Guerrero","Gro.","022","Coyuca de Catalán","0001","Coyuca de Catalán","38554","10732","19025","19529"
"12","Guerrero","Gro.","023","Cuajinicuilapa","0001","Cuajinicuilapa","26627","7445","13184","13443"
"12","Guerrero","Gro.","024","Cualác","0001","Cualác","7874","1973","3776","4098"
"12","Guerrero","Gro.","025","Cuautepec","0001","Cuautepec","17024","4386","8269","8755"
"12","Guerrero","Gro.","026","Cuetzala del Progreso","0001","Cuetzala del Progreso","8272","2419","4092","4180"
"12","Guerrero","Gro.","027","Cutzamala de Pinzón","0001","Cutzamala de Pinzón","20537","6209","10188","10349"
"12","Guerrero","Gro.","028","Chilapa de Álvarez","0001","Chilapa de Álvarez","123722","29670","57741","65981"
"12","Guerrero","Gro.","029","Chilpancingo de los Bravo","0001","Chilpancingo de los Bravo","283354","72566","134497","148857"
"12","Guerrero","Gro.","030","Florencio Villarreal","0001","Cruz Grande","22250","5745","10907","11343"
"12","Guerrero","Gro.","031","General Canuto A. Neri","0001","Acapetlahuaya","6278","1602","3055","3223"
"12","Guerrero","Gro.","032","General Heliodoro Castillo","0001","Tlacotepec","37254","8466","18254","19000"
"12","Guerrero","Gro.","033","Huamuxtitlán","0001","Huamuxtitlán","17488","4621","8292","9196"
"12","Guerrero","Gro.","034","Huitzuco de los Figueroa","0001","Ciudad de Huitzuco","36593","10535","17509","19084"
"12","Guerrero","Gro.","035","Iguala de la Independencia","0001","Iguala de la Independencia","154173","42889","73936","80237"
"12","Guerrero","Gro.","036","Igualapa","0001","Igualapa","11739","3021","5599","6140"
"12","Guerrero","Gro.","037","Ixcateopan de Cuauhtémoc","0001","Ixcateopan de Cuauhtémoc","6138","1685","2998","3140"
"12","Guerrero","Gro.","038","Zihuatanejo de Azueta","0001","Zihuatanejo","126001","37375","61437","64564"
"12","Guerrero","Gro.","039","Juan R. Escudero","0001","Tierra Colorada","26093","7151","12761","13332"
"12","Guerrero","Gro.","040","Leonardo Bravo","0001","Chichihualco","26357","6422","12797","13560"
"12","Guerrero","Gro.","041","Malinaltepec","0001","Malinaltepec","29625","6747","13887","15738"
"12","Guerrero","Gro.","042","Mártir de Cuilapan","0001","Apango","18613","4868","8687","9926"
"12","Guerrero","Gro.","043","Metlatónoc","0001","Metlatónoc","18859","3895","8775","10084"
"12","Guerrero","Gro.","044","Mochitlán","0001","Mochitlán","12402","3263","6024","6378"
"12","Guerrero","Gro.","045","Olinalá","0001","Olinalá","28446","6673","13509","14937"
"12","Guerrero","Gro.","046","Ometepec","0001","Ometepec","68207","17236","33041","35166"
"12","Guerrero","Gro.","047","Pedro Ascencio Alquisiras","0001","Ixcapuzalco","7076","1684","3352","3724"
"12","Guerrero","Gro.","048","Petatlán","0001","Petatlán","44583","12978","21892","22691"
"12","Guerrero","Gro.","049","Pilcaya","0001","Pilcaya","12753","3586","6243","6510"
"12","Guerrero","Gro.","050","Pungarabato","0001","Ciudad Altamirano","38482","10224","18789","19693"
"12","Guerrero","Gro.","051","Quechultenango","0001","Quechultenango","36143","8975","17348","18795"
"12","Guerrero","Gro.","052","San Luis Acatlán","0001","San Luis Acatlán","46270","10602","22643","23627"
"12","Guerrero","Gro.","053","San Marcos","0001","San Marcos","50124","13960","24574","25550"
"12","Guerrero","Gro.","054","San Miguel Totolapan","0001","San Miguel Totolapan","24139","5749","11867","12272"
"12","Guerrero","Gro.","055","Taxco de Alarcón","0001","Taxco de Alarcón","105586","29999","50365","55221"
"12","Guerrero","Gro.","056","Tecoanapa","0001","Tecoanapa","46063","11575","22588","23475"
"12","Guerrero","Gro.","057","Técpan de Galeana","0001","Técpan de Galeana","65237","19721","32401","32836"
"12","Guerrero","Gro.","058","Teloloapan","0001","Teloloapan","53817","13902","25685","28132"
"12","Guerrero","Gro.","059","Tepecoacuilco de Trujano","0001","Tepecoacuilco de Trujano","30806","8805","14840","15966"
"12","Guerrero","Gro.","060","Tetipac","0001","Tetipac","13552","3739","6598","6954"
"12","Guerrero","Gro.","061","Tixtla de Guerrero","0001","Tixtla de Guerrero","43171","11062","20607","22564"
"12","Guerrero","Gro.","062","Tlacoachistlahuaca","0001","Tlacoachistlahuaca","22781","4936","10611","12170"
"12","Guerrero","Gro.","063","Tlacoapa","0001","Tlacoapa","10092","2539","4733","5359"
"12","Guerrero","Gro.","064","Tlalchapa","0001","Tlalchapa","11681","3422","5820","5861"
"12","Guerrero","Gro.","065","Tlalixtaquilla de Maldonado","0001","Tlalixtaquilla","7602","1891","3700","3902"
"12","Guerrero","Gro.","066","Tlapa de Comonfort","0001","Tlapa de Comonfort","96125","21620","45021","51104"
"12","Guerrero","Gro.","067","Tlapehuala","0001","Tlapehuala","22209","5863","10875","11334"
"12","Guerrero","Gro.","068","La Unión de Isidoro Montes de Oca","0001","La Unión","26349","7711","13361","12988"
"12","Guerrero","Gro.","069","Xalpatláhuac","0001","Xalpatláhuac","11966","2527","5421","6545"
"12","Guerrero","Gro.","070","Xochihuehuetlán","0001","Xochihuehuetlán","7862","2029","3740","4122"
"12","Guerrero","Gro.","071","Xochistlahuaca","0001","Xochistlahuaca","29891","7716","14260","15631"
"12","Guerrero","Gro.","072","Zapotitlán Tablas","0001","Zapotitlán Tablas","12004","3029","5829","6175"
"12","Guerrero","Gro.","073","Zirándaro","0001","Zirándaro de los Chávez","18031","4975","9079","8952"
"12","Guerrero","Gro.","074","Zitlala","0001","Zitlala","21977","5807","10051","11926"
"12","Guerrero","Gro.","075","Eduardo Neri","0001","Zumpango del Río","53126","12503","25725","27401"
"12","Guerrero","Gro.","076","Acatepec","0001","Acatepec","40197","8949","19540","20657"
"12","Guerrero","Gro.","077","Marquelia","0001","Marquelia","14280","3923","7027","7253"
"12","Guerrero","Gro.","078","Cochoapa el Grande","0001","Cochoapa el Grande","21241","4167","9929","11312"
"12","Guerrero","Gro.","079","José Joaquín de Herrera","0001","Hueycantenango","18381","3961","8791","9590"
